dayofweek,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
1,7,2,0,1,1,21.32,25,83,19.0012,272
1,8,2,0,1,1,22.96,26.515,73,19.9995,394
1,9,2,0,1,1,24.6,29.545,69,12.998,194
1,10,2,0,1,1,25.42,30.305,65,6.0032,112
1,11,2,0,1,1,26.24,31.06,57,0,185
1,12,2,0,1,1,27.06,31.06,54,6.0032,209
1,13,2,0,1,1,27.88,31.82,51,0,214
1,14,2,0,1,1,27.88,31.82,51,0,193
1,15,2,0,1,1,29.52,33.335,51,0,165
1,16,2,0,1,3,24.6,28.79,78,16.9979,226
1,17,2,0,1,1,23.78,27.275,88,15.0013,274
1,18,2,0,1,3,23.78,27.275,83,12.998,453
1,19,2,0,1,1,23.78,27.275,83,16.9979,308
1,20,2,0,1,1,23.78,27.275,83,0,198
1,21,2,0,1,1,23.78,27.275,83,0,177
1,22,2,0,1,1,22.96,26.515,88,6.0032,127
1,23,2,0,1,1,22.96,26.515,88,6.0032,57
2,0,2,0,1,2,22.96,26.515,88,0,31
2,1,2,0,1,3,22.96,26.515,88,0,13
2,2,2,0,1,3,22.96,26.515,88,0,8
2,3,2,0,1,3,22.14,25.76,94,16.9979,4
2,4,2,0,1,3,22.14,25.76,94,16.9979,4
2,5,2,0,1,3,21.32,25,94,16.9979,22
2,6,2,0,1,3,21.32,25,94,16.9979,49
2,7,2,0,1,2,21.32,25,94,16.9979,151
2,8,2,0,1,2,21.32,25,94,19.9995,347
2,9,2,0,1,2,22.14,25.76,88,16.9979,207
2,10,2,0,1,3,22.14,25.76,88,16.9979,104
2,11,2,0,1,2,22.96,26.515,83,27.9993,130
2,12,2,0,1,3,22.96,26.515,83,27.9993,153
2,13,2,0,1,2,22.96,26.515,88,22.0028,172
2,14,2,0,1,1,25.42,29.545,73,31.0009,184
2,15,2,0,1,1,25.42,30.305,69,30.0026,210
2,16,2,0,1,1,25.42,30.305,61,22.0028,290
2,17,2,0,1,1,25.42,30.305,65,27.9993,604
2,18,2,0,1,1,24.6,29.545,69,19.9995,480
2,19,2,0,1,1,24.6,29.545,69,16.9979,349
2,20,2,0,1,1,23.78,27.275,83,27.9993,283
2,21,2,0,1,1,22.14,25.76,88,16.9979,174
2,22,2,0,1,2,22.14,25.76,88,19.0012,98
2,23,2,0,1,2,22.14,25.76,88,16.9979,56
3,0,2,0,1,2,22.14,25.76,88,15.0013,23
3,1,2,0,1,2,22.14,25.76,88,16.9979,12
3,2,2,0,1,3,21.32,25,94,15.0013,6
3,3,2,0,1,3,21.32,25,94,19.9995,9
3,4,2,0,1,3,21.32,25,94,19.9995,3
3,5,2,0,1,1,21.32,25,100,15.0013,9
3,6,2,0,1,1,21.32,25,100,8.9981,101
3,7,2,0,1,1,22.14,25.76,88,12.998,274
3,8,2,0,1,1,22.96,26.515,88,19.0012,453
3,9,2,0,1,3,22.96,26.515,83,16.9979,202
3,10,2,0,1,3,22.14,25.76,88,19.0012,106
3,11,2,0,1,2,22.14,25.76,94,6.0032,23
3,12,2,0,1,1,22.96,26.515,94,19.9995,54
3,13,2,0,1,2,22.96,26.515,83,22.0028,122
3,14,2,0,1,2,23.78,27.275,78,19.0012,138
3,15,2,0,1,1,24.6,28.79,78,16.9979,167
3,16,2,0,1,1,24.6,29.545,73,12.998,294
3,17,2,0,1,1,24.6,29.545,69,8.9981,565
3,18,2,0,1,1,24.6,29.545,73,15.0013,489
3,19,2,0,1,3,22.96,26.515,88,8.9981,331
3,20,2,0,1,3,22.96,26.515,88,8.9981,213
3,21,2,0,1,1,21.32,25,88,0,85
3,22,2,0,1,1,21.32,25,83,0,117
3,23,2,0,1,1,21.32,25,94,6.0032,59
4,0,2,0,1,1,21.32,25,94,7.0015,29
4,1,2,0,1,1,20.5,24.24,94,0,6
4,2,2,0,1,1,20.5,24.24,94,0,15
4,3,2,0,1,1,19.68,23.485,100,0,4
4,4,2,0,1,1,19.68,23.485,94,0,5
4,5,2,0,1,1,19.68,23.485,94,0,26
4,6,2,0,1,2,20.5,24.24,94,0,103
4,7,2,0,1,2,20.5,24.24,100,0,257
4,8,2,0,1,2,21.32,25,88,0,487
4,9,2,0,1,2,22.14,25.76,88,6.0032,216
4,10,2,0,1,2,22.14,25.76,83,0,130
4,11,2,0,1,3,22.14,25.76,88,11.0014,164
4,12,2,0,1,2,23.78,27.275,78,7.0015,168
4,13,2,0,1,3,23.78,27.275,64,16.9979,183
4,14,2,0,1,3,22.14,25.76,73,12.998,180
4,15,2,0,1,1,22.96,26.515,78,11.0014,188
4,16,2,0,1,1,23.78,27.275,64,12.998,302
4,17,2,0,1,1,22.96,26.515,78,11.0014,547
4,18,2,0,1,1,24.6,31.06,55,11.0014,513
4,19,2,0,1,1,23.78,27.275,60,8.9981,410
4,20,2,0,1,1,22.14,25.76,77,19.0012,282
4,21,2,0,1,1,22.14,25.76,77,19.0012,209
4,22,2,0,1,3,20.5,24.24,82,19.9995,79
4,23,2,0,1,1,19.68,23.485,94,0,72
3,0,2,0,1,1,28.7,33.335,79,11.0014,34
3,1,2,0,1,1,28.7,33.335,84,16.9979,17
3,2,2,0,1,1,28.7,33.335,79,11.0014,3
3,3,2,0,1,1,27.88,31.82,89,12.998,6
3,4,2,0,1,2,27.88,31.82,89,15.0013,4
3,5,2,0,1,2,27.06,29.545,89,6.0032,21
3,6,2,0,1,2,27.88,31.82,89,6.0032,128
3,7,2,0,1,2,28.7,33.335,79,11.0014,284
3,8,2,0,1,2,29.52,34.85,79,12.998,454
3,9,2,0,1,2,30.34,35.605,74,15.0013,207
3,10,2,0,1,2,31.16,37.12,75,16.9979,115
3,11,2,0,1,2,33.62,40.15,59,15.0013,112
3,12,2,0,1,1,35.26,41.665,53,0,169
3,13,2,0,1,1,36.9,40.91,37,12.998,154
3,14,2,0,1,1,36.9,40.91,37,16.9979,145
3,15,2,0,1,1,36.9,41.665,39,19.9995,152
3,16,2,0,1,1,35.26,40.15,47,19.9995,266
3,17,2,0,1,1,35.26,40.15,47,19.9995,486
3,18,2,0,1,3,33.62,39.395,56,26.0027,309
3,19,2,0,1,2,30.34,35.605,79,11.0014,264
3,20,2,0,1,2,30.34,35.605,79,16.9979,256
3,21,2,0,1,1,30.34,34.85,70,19.0012,190
3,22,2,0,1,1,30.34,34.85,66,8.9981,129
3,23,2,0,1,1,30.34,33.335,51,11.0014,69
4,0,2,0,1,1,30.34,32.575,40,23.9994,42
4,1,2,0,1,1,29.52,32.575,38,7.0015,15
4,2,2,0,1,1,28.7,31.82,39,0,6
4,3,2,0,1,1,27.06,31.06,44,7.0015,4
4,4,2,0,1,1,27.06,31.06,41,12.998,3
4,5,2,0,1,1,27.06,31.06,39,15.0013,31
4,6,2,0,1,1,27.06,31.06,39,8.9981,113
4,7,2,0,1,1,28.7,31.82,34,16.9979,304
4,8,2,0,1,1,28.7,31.82,32,19.9995,467
4,9,2,0,1,1,29.52,31.82,26,23.9994,225
4,10,2,0,1,1,29.52,32.575,28,32.9975,139
4,11,2,0,1,1,30.34,32.575,28,26.0027,165
4,12,2,0,1,1,31.16,33.335,25,31.0009,232
4,13,2,0,1,1,32.8,34.09,24,23.9994,203
4,14,2,0,1,1,31.98,33.335,24,22.0028,185
4,15,2,0,1,1,32.8,34.09,21,26.0027,188
4,16,2,0,1,1,32.8,34.09,22,32.9975,318
4,17,2,0,1,1,31.16,32.575,20,35.0008,572
4,18,2,0,1,1,30.34,32.575,22,26.0027,525
4,19,2,0,1,1,29.52,31.82,23,19.9995,379
4,20,2,0,1,1,28.7,31.82,24,12.998,337
4,21,2,0,1,1,27.06,31.06,31,12.998,248
4,22,2,0,1,1,26.24,31.06,33,16.9979,155
4,23,2,0,1,1,25.42,31.06,35,15.0013,112
5,0,2,0,1,1,25.42,31.06,38,19.0012,68
5,1,2,0,1,1,24.6,31.06,38,23.9994,22
5,2,2,0,1,1,22.96,26.515,43,15.0013,12
5,3,2,0,1,1,22.14,25.76,49,15.0013,5
5,4,2,0,1,1,21.32,25,48,22.0028,6
5,5,2,0,1,1,21.32,25,48,23.9994,28
5,6,2,0,1,1,22.14,25.76,45,19.9995,106
5,7,2,0,1,1,22.14,25.76,45,16.9979,277
5,8,2,0,1,2,22.96,26.515,43,22.0028,502
5,9,2,0,1,1,23.78,27.275,40,11.0014,230
5,10,2,0,1,1,25.42,31.06,33,16.9979,161
5,11,2,0,1,1,26.24,31.06,31,22.0028,192
5,12,2,0,1,1,27.06,31.06,27,19.0012,259
5,13,2,0,1,1,27.88,31.06,26,16.9979,248
5,14,2,0,1,1,28.7,31.82,28,19.0012,240
5,15,2,0,1,1,28.7,31.82,28,19.0012,212
5,16,2,0,1,1,29.52,31.82,26,22.0028,349
5,17,2,0,1,1,29.52,31.82,25,19.0012,558
5,18,2,0,1,1,28.7,31.82,24,19.9995,564
5,19,2,0,1,1,27.88,31.06,26,19.0012,391
5,20,2,0,1,1,26.24,31.06,29,11.0014,293
5,21,2,0,1,1,26.24,31.06,29,7.0015,247
5,22,2,0,1,1,25.42,31.06,35,0,171
5,23,2,0,1,1,23.78,27.275,46,7.0015,171
6,0,2,0,0,1,22.96,26.515,52,0,93
6,1,2,0,0,1,22.14,25.76,64,7.0015,94
6,2,2,0,0,1,22.14,25.76,56,12.998,59
6,3,2,0,0,1,21.32,25,59,7.0015,18
6,4,2,0,0,1,21.32,25,59,6.0032,15
6,5,2,0,0,1,20.5,24.24,64,0,8
6,6,2,0,0,1,22.14,25.76,60,0,28
6,7,2,0,0,1,22.96,26.515,56,0,87
6,8,2,0,0,1,24.6,31.06,46,6.0032,125
6,9,2,0,0,1,25.42,31.06,43,8.9981,224
6,10,2,0,0,1,26.24,31.06,38,7.0015,317
6,11,2,0,0,1,27.06,31.06,36,8.9981,369
6,12,2,0,0,1,28.7,31.82,32,11.0014,420
6,13,2,0,0,1,30.34,32.575,28,8.9981,456
6,14,2,0,0,1,30.34,32.575,33,15.0013,451
6,15,2,0,0,2,30.34,32.575,27,27.9993,404
6,16,2,0,0,2,29.52,32.575,30,8.9981,440
6,17,2,0,0,2,29.52,32.575,34,16.9979,344
6,18,2,0,0,2,30.34,32.575,30,11.0014,341
6,19,2,0,0,2,28.7,31.82,39,6.0032,285
6,20,2,0,0,2,28.7,32.575,48,6.0032,239
6,21,2,0,0,2,27.06,31.06,47,7.0015,185
6,22,2,0,0,1,26.24,31.06,57,15.0013,190
6,23,2,0,0,2,26.24,31.06,57,0,150
7,0,2,0,0,1,26.24,31.06,57,6.0032,113
7,1,2,0,0,2,26.24,31.06,61,11.0014,96
7,2,2,0,0,2,26.24,31.06,61,11.0014,64
7,3,2,0,0,2,25.42,30.305,65,11.0014,47
7,4,2,0,0,2,25.42,30.305,65,11.0014,12
7,5,2,0,0,2,25.42,30.305,61,8.9981,6
7,6,2,0,0,2,25.42,30.305,61,7.0015,21
7,7,2,0,0,2,24.6,29.545,73,16.9979,27
7,8,2,0,0,2,24.6,29.545,73,16.9979,98
7,9,2,0,0,2,24.6,28.79,78,12.998,164
7,10,2,0,0,2,25.42,29.545,73,6.0032,251
7,11,2,0,0,2,26.24,30.305,69,7.0015,335
7,12,2,0,0,2,26.24,30.305,69,7.0015,335
7,13,2,0,0,1,27.06,31.06,65,7.0015,367
7,14,2,0,0,1,28.7,32.575,58,11.0014,385
7,15,2,0,0,1,28.7,32.575,54,0,417
7,16,2,0,0,1,29.52,33.335,51,6.0032,398
7,17,2,0,0,1,30.34,33.335,51,0,390
7,18,2,0,0,1,28.7,32.575,58,7.0015,363
7,19,2,0,0,1,27.88,31.82,65,11.0014,357
7,20,2,0,0,1,27.06,31.06,69,12.998,279
7,21,2,0,0,1,26.24,30.305,73,11.0014,165
7,22,2,0,0,1,26.24,29.545,78,15.0013,130
7,23,2,0,0,1,25.42,29.545,78,8.9981,86
1,0,2,0,1,1,25.42,29.545,78,8.9981,29
1,1,2,0,1,1,24.6,28.03,83,8.9981,14
1,2,2,0,1,1,23.78,27.275,88,7.0015,8
1,3,2,0,1,1,23.78,27.275,88,0,5
1,4,2,0,1,1,22.96,26.515,94,7.0015,8
1,5,2,0,1,1,22.96,26.515,88,6.0032,31
1,6,2,0,1,1,23.78,27.275,88,0,112
1,7,2,0,1,1,25.42,29.545,78,7.0015,299
1,8,2,0,1,1,26.24,30.305,73,6.0032,438
1,9,2,0,1,1,28.7,32.575,58,11.0014,188
1,10,2,0,1,1,29.52,33.335,51,15.0013,95
1,11,2,0,1,1,30.34,33.335,42,8.9981,111
1,12,2,0,1,1,31.16,33.335,37,11.0014,153
1,13,2,0,1,1,31.98,34.09,35,0,180
1,14,2,0,1,1,31.98,34.09,31,8.9981,145
1,15,2,0,1,1,32.8,34.85,29,12.998,165
1,16,2,0,1,1,31.16,33.335,33,8.9981,267
1,17,2,0,1,1,31.98,34.09,33,19.0012,579
1,18,2,0,1,1,31.16,33.335,31,8.9981,556
1,19,2,0,1,1,29.52,33.335,54,12.998,407
1,20,2,0,1,1,27.88,31.82,61,8.9981,336
1,21,2,0,1,1,27.06,31.06,57,6.0032,189
1,22,2,0,1,1,27.06,31.06,61,6.0032,173
1,23,2,0,1,1,26.24,30.305,69,6.0032,60
2,0,2,0,1,1,26.24,30.305,65,6.0032,20
2,1,2,0,1,1,25.42,30.305,69,8.9981,4
2,2,2,0,1,1,24.6,29.545,73,6.0032,5
2,3,2,0,1,1,24.6,29.545,73,6.0032,2
2,4,2,0,1,1,23.78,27.275,83,8.9981,5
2,5,2,0,1,1,23.78,27.275,88,11.0014,32
2,6,2,0,1,1,24.6,28.79,78,8.9981,126
2,7,2,0,1,2,26.24,30.305,69,12.998,334
2,8,2,0,1,2,27.88,31.82,61,8.9981,477
2,9,2,0,1,2,29.52,33.335,58,15.0013,217
2,10,2,0,1,2,31.16,34.09,48,12.998,123
2,11,2,0,1,2,31.16,34.85,52,16.9979,151
2,12,2,0,1,2,32.8,36.365,46,19.0012,183
2,13,2,0,1,2,32.8,36.365,43,16.9979,196
2,14,2,0,1,2,32.8,36.365,43,19.0012,146
2,15,2,0,1,2,33.62,37.12,41,22.0028,183
2,16,2,0,1,1,32.8,35.605,38,15.0013,308
2,17,2,0,1,1,32.8,36.365,43,16.9979,539
2,18,2,0,1,1,31.98,34.85,46,19.0012,551
2,19,2,0,1,1,31.16,34.09,48,16.9979,424
2,20,2,0,1,1,30.34,34.09,56,8.9981,346
2,21,2,0,1,1,29.52,34.09,70,8.9981,218
2,22,2,0,1,1,28.7,32.575,65,8.9981,153
2,23,2,0,1,1,27.88,31.82,79,7.0015,90
3,0,2,0,1,1,27.06,29.545,89,8.9981,41
3,1,2,0,1,1,27.06,30.305,78,0,23
3,2,2,0,1,1,26.24,28.79,89,6.0032,7
3,3,2,0,1,1,26.24,28.79,89,6.0032,3
3,4,2,0,1,1,25.42,28.79,83,0,6
3,5,2,0,1,1,25.42,28.03,88,0,21
3,6,2,0,1,1,26.24,28.79,89,8.9981,116
3,7,2,0,1,1,27.06,31.06,74,7.0015,353
3,8,2,0,1,1,31.16,35.605,58,11.0014,481
3,9,2,0,1,1,31.16,35.605,58,11.0014,202
3,10,2,0,1,1,33.62,37.12,43,15.0013,90
3,11,2,0,1,1,34.44,37.88,41,12.998,134
3,12,2,0,1,1,36.08,40.91,42,8.9981,149
3,13,2,0,1,1,36.9,42.425,42,0,136
3,14,2,0,1,1,37.72,43.94,40,16.9979,155
3,15,2,0,1,1,37.72,43.94,40,11.0014,128
3,16,2,0,1,1,37.72,43.94,40,15.0013,233
3,17,2,0,1,1,37.72,42.425,35,15.0013,506
3,18,2,0,1,1,36.9,40.91,37,15.0013,459
3,19,2,0,1,1,33.62,40.15,59,8.9981,384
3,20,2,0,1,1,32.8,39.395,63,8.9981,280
3,21,2,0,1,1,32.8,40.15,66,8.9981,202
3,22,2,0,1,1,31.16,37.12,75,11.0014,176
3,23,2,0,1,1,31.16,37.12,75,12.998,116
4,0,2,0,1,2,30.34,35.605,79,8.9981,47
4,1,2,0,1,1,30.34,35.605,79,7.0015,16
4,2,2,0,1,2,29.52,35.605,84,11.0014,6
4,3,2,0,1,2,29.52,35.605,84,7.0015,2
4,4,2,0,1,2,29.52,34.85,79,6.0032,6
4,5,2,0,1,2,28.7,33.335,84,0,20
4,6,2,0,1,2,29.52,35.605,84,6.0032,118
4,7,2,0,1,2,29.52,34.85,79,8.9981,314
4,8,2,0,1,2,31.16,36.365,70,7.0015,432
4,9,2,0,1,1,34.44,39.395,49,0,168
4,10,2,0,1,1,35.26,40.91,50,19.0012,94
4,11,2,0,1,1,36.9,42.425,42,15.0013,118
4,12,2,0,1,1,37.72,42.425,35,12.998,140
4,13,2,0,1,1,36.9,40.91,37,6.0032,136
4,14,2,0,1,1,37.72,43.94,40,12.998,118
4,15,2,0,1,1,38.54,41.665,31,11.0014,104
4,16,2,0,1,1,37.72,41.665,33,8.9981,200
4,17,2,0,1,1,36.9,40.91,37,16.9979,409
4,18,2,0,1,1,36.08,40.15,39,19.0012,466
4,19,2,0,1,2,34.44,37.12,39,22.0028,326
4,20,2,0,1,2,32.8,36.365,43,12.998,254
4,21,2,0,1,3,31.16,34.85,52,0,171
4,22,2,0,1,2,30.34,34.09,58,11.0014,153
4,23,2,0,1,2,30.34,34.85,57,11.0014,97
5,0,2,0,1,3,28.7,32.575,65,15.0013,69
5,1,2,0,1,3,28.7,32.575,65,15.0013,23
5,2,2,0,1,1,27.88,31.82,69,11.0014,13
5,3,2,0,1,1,27.88,31.82,69,11.0014,6
5,4,2,0,1,1,27.06,30.305,78,11.0014,4
5,5,2,0,1,1,27.06,30.305,78,11.0014,28
5,6,2,0,1,1,27.06,30.305,78,6.0032,104
5,7,2,0,1,1,29.52,34.09,66,7.0015,267
5,8,2,0,1,1,30.34,34.09,58,8.9981,452
5,9,2,0,1,1,31.16,34.85,55,0,213
5,10,2,0,1,1,31.98,35.605,52,0,111
5,11,2,0,1,1,33.62,37.88,46,0,153
5,12,2,0,1,1,34.44,37.88,44,8.9981,207
5,13,2,0,1,1,34.44,37.88,44,7.0015,189
5,14,2,0,1,1,35.26,38.635,39,0,165
5,15,2,0,1,1,34.44,37.88,44,7.0015,212
5,16,2,0,1,1,33.62,39.395,56,19.9995,285
5,17,2,0,1,1,33.62,38.635,52,15.0013,517
5,18,2,0,1,1,32.8,38.635,59,15.0013,463
5,19,2,0,1,1,31.98,37.12,59,12.998,306
5,20,2,0,1,1,31.16,35.605,62,7.0015,250
5,21,2,0,1,1,31.16,36.365,66,8.9981,218
5,22,2,0,1,1,29.52,34.85,74,16.9979,185
5,23,2,0,1,1,29.52,34.85,74,11.0014,146
6,0,2,0,0,1,28.7,33.335,79,8.9981,117
6,1,2,0,0,1,28.7,33.335,79,6.0032,77
6,2,2,0,0,1,28.7,33.335,79,7.0015,60
6,3,2,0,0,1,27.88,31.82,83,6.0032,28
6,4,2,0,0,1,27.88,31.82,79,6.0032,13
6,5,2,0,0,1,27.88,31.82,74,8.9981,16
6,6,2,0,0,1,28.7,32.575,61,8.9981,40
6,7,2,0,0,1,29.52,33.335,58,12.998,68
6,8,2,0,0,1,30.34,34.09,58,12.998,143
6,9,2,0,0,1,30.34,34.09,62,8.9981,230
6,10,2,0,0,1,30.34,34.09,58,11.0014,264
6,11,2,0,0,1,31.16,35.605,62,8.9981,325
6,12,2,0,0,1,32.8,37.88,55,15.0013,347
6,13,2,0,0,1,32.8,37.88,55,12.998,387
6,14,2,0,0,1,33.62,38.635,49,7.0015,380
6,15,2,0,0,1,33.62,38.635,49,7.0015,374
6,16,2,0,0,2,32.8,36.365,46,12.998,394
6,17,2,0,0,2,30.34,34.09,58,11.0014,337
6,18,2,0,0,2,29.52,34.09,62,8.9981,286
6,19,2,0,0,1,28.7,32.575,65,12.998,264
6,20,2,0,0,1,27.88,31.82,74,16.9979,275
6,21,2,0,0,1,27.06,31.06,74,15.0013,220
6,22,2,0,0,1,27.06,30.305,78,15.0013,190
6,23,2,0,0,1,27.06,31.06,74,7.0015,131
7,0,2,0,0,1,27.06,30.305,78,15.0013,119
7,1,2,0,0,1,26.24,28.79,83,7.0015,93
7,2,2,0,0,1,26.24,28.79,89,16.9979,66
7,3,2,0,0,1,26.24,28.79,89,19.0012,28
7,4,2,0,0,1,25.42,28.03,88,11.0014,14
7,5,2,0,0,1,25.42,28.03,88,15.0013,10
7,6,2,0,0,1,25.42,28.03,88,7.0015,14
7,7,2,0,0,1,26.24,29.545,78,7.0015,34
7,8,2,0,0,1,28.7,33.335,74,0,92
7,9,2,0,0,1,29.52,34.09,66,0,182
7,10,2,0,0,1,31.16,35.605,58,6.0032,311
7,11,2,0,0,1,31.98,36.365,55,7.0015,367
7,12,2,0,0,1,33.62,37.88,46,0,420
7,13,2,0,0,1,31.98,37.12,59,19.0012,373
7,14,2,0,0,1,33.62,39.395,56,16.9979,315
7,15,2,0,0,1,32.8,38.635,59,19.9995,360
7,16,2,0,0,3,27.88,31.82,83,19.0012,350
7,17,2,0,0,3,27.88,31.82,83,19.0012,252
7,18,2,0,0,1,28.7,33.335,74,11.0014,256
7,19,2,0,0,1,28.7,33.335,74,7.0015,223
7,20,2,0,0,1,27.06,30.305,83,11.0014,206
7,21,2,0,0,1,27.06,30.305,83,7.0015,140
7,22,2,0,0,1,26.24,28.79,83,8.9981,128
7,23,2,0,0,1,26.24,29.545,78,12.998,107
1,0,2,0,1,1,26.24,29.545,78,8.9981,28
1,1,2,0,1,1,26.24,30.305,73,15.0013,16
1,2,2,0,1,1,25.42,29.545,73,19.0012,10
1,3,2,0,1,1,24.6,30.305,60,32.9975,7
1,4,2,0,1,1,22.96,26.515,64,19.9995,4
1,5,2,0,1,1,22.14,25.76,64,26.0027,29
1,6,2,0,1,1,22.14,25.76,64,27.9993,105
1,7,2,0,1,1,22.96,26.515,56,23.9994,328
1,8,2,0,1,1,23.78,27.275,49,30.0026,476
1,9,2,0,1,1,25.42,31.06,46,23.9994,224
1,10,2,0,1,1,26.24,31.06,41,22.0028,118
1,11,2,0,1,1,27.06,31.06,41,19.9995,159
1,12,2,0,1,1,27.06,31.06,41,19.0012,196
1,13,2,0,1,1,28.7,31.82,37,0,227
1,14,2,0,1,1,28.7,31.82,34,16.9979,200
1,15,2,0,1,1,28.7,31.82,37,30.0026,185
1,16,2,0,1,1,28.7,31.82,37,27.9993,326
1,17,2,0,1,1,28.7,31.82,39,22.0028,601
1,18,2,0,1,1,28.7,31.82,37,23.9994,586
1,19,2,0,1,1,27.06,31.06,39,19.0012,423
1,20,2,0,1,1,26.24,31.06,44,16.9979,331
1,21,2,0,1,1,26.24,31.06,41,16.9979,218
1,22,2,0,1,1,25.42,31.06,46,15.0013,134
1,23,2,0,1,1,25.42,31.06,46,12.998,89
2,0,2,0,1,1,24.6,31.06,49,12.998,31
2,1,2,0,1,1,24.6,31.06,49,16.9979,13
2,2,2,0,1,1,24.6,31.06,49,19.0012,10
2,3,2,0,1,1,23.78,27.275,53,22.0028,2
2,4,2,0,1,1,22.14,25.76,60,16.9979,3
2,5,2,0,1,1,22.14,25.76,56,22.0028,26
2,6,2,0,1,1,22.14,25.76,56,19.9995,113
2,7,2,0,1,1,22.96,26.515,52,27.9993,365
2,8,2,0,1,1,23.78,27.275,49,26.0027,486
2,9,2,0,1,1,25.42,31.06,46,12.998,193
2,10,2,0,1,1,25.42,31.06,46,15.0013,130
2,11,2,0,1,1,26.24,31.06,41,19.0012,143
2,12,2,0,1,1,26.24,31.06,41,23.9994,169
2,13,2,0,1,1,26.24,31.06,44,15.0013,209
2,14,2,0,1,2,26.24,31.06,47,12.998,159
2,15,2,0,1,1,26.24,31.06,47,11.0014,178
2,16,2,0,1,1,27.88,31.82,41,12.998,330
2,17,2,0,1,3,26.24,31.06,50,19.0012,569
2,18,2,0,1,1,25.42,31.06,51,22.0028,538
2,19,2,0,1,1,26.24,31.06,50,23.9994,386
2,20,2,0,1,1,24.6,31.06,56,11.0014,297
2,21,2,0,1,1,24.6,31.06,56,19.9995,243
2,22,2,0,1,1,23.78,27.275,60,15.0013,188
2,23,2,0,1,1,22.96,26.515,68,15.0013,110
3,0,2,0,1,1,22.96,26.515,64,23.9994,52
3,1,2,0,1,1,22.14,25.76,64,19.0012,14
3,2,2,0,1,1,21.32,25,63,15.0013,9
3,3,2,0,1,1,20.5,24.24,68,16.9979,1
3,4,2,0,1,1,20.5,24.24,63,19.0012,4
3,5,2,0,1,1,19.68,23.485,67,19.0012,21
3,6,2,0,1,1,20.5,24.24,63,16.9979,121
3,7,2,0,1,1,22.14,25.76,60,8.9981,370
3,8,2,0,1,1,23.78,27.275,53,8.9981,498
3,9,2,0,1,1,24.6,31.06,49,0,207
3,10,2,0,1,1,26.24,31.06,47,11.0014,135
3,11,2,0,1,1,27.88,31.82,36,0,164
3,12,2,0,1,1,28.7,31.82,34,15.0013,211
3,13,2,0,1,1,30.34,32.575,28,19.0012,189
3,14,2,0,1,1,30.34,32.575,28,0,178
3,15,2,0,1,1,31.16,33.335,27,0,164
3,16,2,0,1,1,31.16,33.335,27,8.9981,312
3,17,2,0,1,1,30.34,32.575,28,7.0015,638
3,18,2,0,1,1,29.52,32.575,32,8.9981,607
3,19,2,0,1,1,28.7,31.82,37,19.0012,416
3,20,2,0,1,1,27.06,31.06,44,11.0014,330
3,21,2,0,1,1,26.24,31.06,47,15.0013,257
3,22,2,0,1,1,25.42,31.06,50,7.0015,175
3,23,2,0,1,1,25.42,31.06,53,0,107
4,0,2,0,1,1,24.6,31.06,56,7.0015,47
4,1,2,0,1,1,23.78,27.275,60,0,17
4,2,2,0,1,1,24.6,31.06,56,6.0032,5
4,3,2,0,1,2,22.96,26.515,73,6.0032,4
4,4,2,0,1,2,22.96,26.515,68,7.0015,6
4,5,2,0,1,1,24.6,30.305,64,12.998,25
4,6,2,0,1,3,23.78,27.275,73,11.0014,112
4,7,2,0,1,3,22.96,26.515,78,11.0014,188
4,8,2,0,1,2,24.6,29.545,69,8.9981,388
4,9,2,0,1,2,25.42,30.305,65,12.998,261
4,10,2,0,1,2,27.06,31.06,61,16.9979,121
4,11,2,0,1,2,27.88,31.82,61,19.9995,150
4,12,2,0,1,1,29.52,33.335,54,26.0027,206
4,13,2,0,1,2,29.52,33.335,54,16.9979,151
4,14,2,0,1,2,29.52,33.335,54,22.0028,153
4,15,2,0,1,2,28.7,32.575,61,19.9995,159
4,16,2,0,1,3,27.06,31.06,69,12.998,294
4,17,2,0,1,2,26.24,29.545,78,7.0015,272
4,18,2,0,1,1,26.24,28.79,83,15.0013,325
4,19,2,0,1,1,25.42,28.79,83,19.0012,327
4,20,2,0,1,1,25.42,28.79,83,22.0028,201
4,21,2,0,1,3,25.42,28.79,83,16.9979,188
4,22,2,0,1,3,25.42,28.79,83,16.9979,151
4,23,2,0,1,3,24.6,28.03,83,16.9979,16
5,0,2,0,1,1,22.96,26.515,88,6.0032,24
5,1,2,0,1,1,22.96,26.515,94,8.9981,23
5,2,2,0,1,1,22.96,26.515,94,7.0015,13
5,3,2,0,1,1,22.96,26.515,94,7.0015,6
5,4,2,0,1,1,22.14,25.76,94,8.9981,6
5,5,2,0,1,1,22.14,25.76,100,0,13
5,6,2,0,1,1,22.96,26.515,94,0,97
5,7,2,0,1,1,24.6,28.03,83,0,250
5,8,2,0,1,2,24.6,28.03,83,0,454
5,9,2,0,1,1,28.7,32.575,58,12.998,224
5,10,2,0,1,1,28.7,32.575,58,12.998,170
5,11,2,0,1,1,27.88,31.82,69,16.9979,181
5,12,2,0,1,1,28.7,32.575,65,16.9979,243
5,13,2,0,1,1,30.34,34.09,62,19.0012,204
5,14,2,0,1,1,31.16,34.85,52,12.998,215
5,15,2,0,1,1,31.98,34.85,43,15.0013,243
5,16,2,0,1,1,31.16,34.09,45,11.0014,355
